OrderID,CustomerName,Amount,Date,Category
1,Customer_814,323.6,2026-05-24,Books
2,Customer_983,235.27,2026-02-01,Clothing
3,Customer_66,66.9,2025-12-29,Toys
4,Customer_745,326.31,2026-04-27,Toys
5,Customer_641,50.71,2025-09-06,Electronics
6,Customer_857,252.04,2026-07-13,Toys
7,Customer_828,205.13,2025-09-01,Electronics
8,Customer_861,20.05,2026-03-28,Furniture
9,Customer_234,332.77,2026-06-01,Clothing
10,Customer_64,498.36,2026-05-01,Furniture
11,Customer_65,77.04,2025-10-11,Books
12,Customer_425,304.0,2025-09-22,Toys
13,Customer_343,404.06,2026-07-18,Furniture
14,Customer_526,187.87,2025-12-03,Books
15,Customer_318,240.23,2025-08-28,Toys
16,Customer_915,371.1,2026-01-20,Furniture
17,Customer_541,304.85,2025-12-08,Furniture
18,Customer_674,434.15,2026-07-30,Furniture
19,Customer_619,316.23,2025-08-27,Clothing
20,Customer_361,291.21,2026-02-25,Toys
21,Customer_277,390.42,2026-03-06,Books
22,Customer_189,190.52,2026-03-28,Toys
23,Customer_547,477.03,2025-11-10,Toys
24,Customer_88,492.74,2026-02-24,Toys
25,Customer_553,199.22,2025-09-03,Furniture
26,Customer_722,487.36,2026-02-01,Furniture
27,Customer_574,296.43,2025-10-29,Electronics
28,Customer_91,211.84,2026-03-23,Books
29,Customer_988,20.52,2026-02-05,Electronics
30,Customer_623,182.79,2025-12-31,Clothing
31,Customer_206,41.1,2025-12-21,Electronics
32,Customer_322,345.51,2026-05-20,Clothing
33,Customer_358,189.46,2026-05-29,Clothing
34,Customer_545,218.39,2025-09-14,Books
35,Customer_41,63.19,2026-05-08,Clothing
36,Customer_328,34.6,2025-10-01,Electronics
37,Customer_753,230.28,2025-11-04,Toys
38,Customer_246,195.69,2026-01-14,Electronics
39,Customer_246,319.17,2026-05-20,Electronics
40,Customer_913,239.07,2025-08-19,Books
41,Customer_555,53.63,2026-03-11,Electronics
42,Customer_818,101.66,2026-03-05,Clothing
43,Customer_413,133.59,2026-07-09,Electronics
44,Customer_232,238.99,2025-11-02,Toys
45,Customer_679,218.96,2026-07-09,Electronics
46,Customer_741,152.7,2025-12-08,Toys
47,Customer_505,125.81,2026-02-01,Electronics
48,Customer_5,135.83,2026-07-25,Clothing
49,Customer_589,479.28,2025-10-30,Electronics
50,Customer_597,312.59,2025-11-08,Electronics
51,Customer_920,290.93,2026-05-28,Furniture
52,Customer_693,355.92,2026-01-02,Books
53,Customer_619,482.16,2026-02-04,Furniture
54,Customer_882,143.74,2026-04-15,Toys
55,Customer_884,49.49,2025-10-16,Clothing
56,Customer_198,476.52,2026-05-16,Clothing
57,Customer_818,248.14,2025-12-30,Toys
58,Customer_860,233.65,2025-10-08,Toys
59,Customer_217,43.25,2026-06-15,Books
60,Customer_361,85.8,2026-01-23,Books
61,Customer_493,74.93,2025-11-28,Electronics
62,Customer_259,165.86,2025-12-22,Furniture
63,Customer_109,112.29,2025-11-17,Furniture
64,Customer_889,358.06,2026-02-13,Electronics
65,Customer_81,18.44,2025-09-12,Books
66,Customer_396,59.68,2025-08-17,Clothing
67,Customer_833,139.72,2026-02-04,Furniture
68,Customer_638,350.88,2026-01-16,Furniture
69,Customer_590,80.67,2026-02-10,Clothing
70,Customer_730,221.47,2026-07-01,Electronics
71,Customer_633,456.2,2026-04-03,Toys
72,Customer_622,463.16,2026-03-09,Electronics
73,Customer_414,145.71,2025-12-29,Electronics
74,Customer_959,191.22,2026-05-06,Clothing
75,Customer_989,16.65,2026-03-22,Electronics
76,Customer_522,260.41,2025-12-20,Electronics
77,Customer_592,39.23,2026-07-11,Electronics
78,Customer_923,226.58,2026-01-06,Books
79,Customer_376,187.56,2026-03-01,Books
80,Customer_601,153.54,2026-03-02,Books
81,Customer_6,86.82,2026-04-27,Toys
82,Customer_948,263.77,2026-05-30,Toys
83,Customer_309,437.89,2025-09-28,Electronics
84,Customer_788,223.74,2026-06-14,Furniture
85,Customer_847,415.08,2025-11-05,Books
86,Customer_121,221.48,2026-06-02,Electronics
87,Customer_897,469.19,2025-12-10,Clothing
88,Customer_829,311.45,2025-12-07,Electronics
89,Customer_218,132.75,2026-07-21,Electronics
90,Customer_983,413.22,2026-07-18,Clothing
91,Customer_598,100.19,2026-06-30,Clothing
92,Customer_656,272.67,2025-11-30,Electronics
93,Customer_970,177.71,2025-11-07,Clothing
94,Customer_726,129.83,2026-08-01,Books
95,Customer_279,431.57,2026-01-30,Clothing
96,Customer_420,108.15,2025-10-14,Books
97,Customer_999,491.87,2026-03-14,Toys
98,Customer_281,278.03,2025-12-05,Books
99,Customer_395,296.14,2026-01-16,Electronics
100,Customer_792,286.4,2025-11-26,Furniture
101,Customer_187,168.5,2025-10-29,Furniture
102,Customer_802,115.41,2025-09-28,Electronics
103,Customer_773,369.16,2026-07-25,Books
104,Customer_214,312.16,2025-10-04,Clothing
105,Customer_809,75.45,2025-11-13,Books
106,Customer_879,477.25,2026-03-15,Electronics
107,Customer_654,380.98,2026-01-21,Electronics
108,Customer_756,305.44,2026-05-08,Clothing
109,Customer_874,283.31,2025-12-16,Clothing
110,Customer_153,403.59,2025-09-06,Electronics
111,Customer_59,66.02,2025-12-17,Books
112,Customer_633,315.01,2026-07-17,Electronics
113,Customer_927,218.0,2025-08-08,Books
114,Customer_311,118.59,2026-07-09,Toys
115,Customer_966,339.32,2026-06-17,Clothing
116,Customer_105,22.71,2026-04-22,Toys
117,Customer_178,252.81,2026-08-01,Electronics
118,Customer_86,349.81,2026-05-20,Books
119,Customer_265,392.34,2025-09-03,Books
120,Customer_29,356.32,2026-03-05,Books
121,Customer_268,478.66,2025-10-24,Clothing
122,Customer_693,117.27,2026-05-16,Furniture
123,Customer_746,246.59,2026-06-26,Toys
124,Customer_69,205.28,2025-10-03,Electronics
125,Customer_135,474.82,2026-03-12,Books
126,Customer_323,173.57,2026-05-04,Books
127,Customer_627,490.53,2025-11-04,Electronics
128,Customer_150,116.06,2026-06-07,Electronics
129,Customer_31,244.95,2026-06-25,Furniture
130,Customer_652,138.5,2025-11-15,Clothing
131,Customer_115,329.45,2025-11-20,Books
132,Customer_505,140.67,2026-05-16,Electronics
133,Customer_696,404.85,2026-07-13,Books
134,Customer_309,187.73,2026-04-02,Furniture
135,Customer_282,478.68,2026-07-05,Clothing
136,Customer_214,187.03,2026-01-29,Clothing
137,Customer_792,341.55,2026-03-10,Toys
138,Customer_304,40.79,2026-05-13,Furniture
139,Customer_37,146.86,2025-12-13,Books
140,Customer_766,81.91,2025-09-29,Toys
141,Customer_520,128.1,2026-03-13,Electronics
142,Customer_611,406.94,2026-07-28,Toys
143,Customer_386,255.48,2025-11-19,Books
144,Customer_583,24.3,2026-01-14,Toys
145,Customer_585,30.05,2026-07-25,Toys
146,Customer_327,43.12,2025-08-06,Books
147,Customer_677,103.91,2026-03-02,Electronics
148,Customer_678,337.21,2025-12-30,Furniture
149,Customer_308,25.65,2025-08-28,Books
150,Customer_431,397.12,2025-09-21,Clothing
151,Customer_517,305.11,2025-08-07,Clothing
152,Customer_390,156.09,2026-03-23,Electronics
153,Customer_669,234.31,2025-08-21,Furniture
