OrderID,CustomerName,Amount,Date,Category
1,Customer_578,150.03,2026-04-11,Electronics
2,Customer_438,89.99,2025-09-21,Electronics
3,Customer_546,486.99,2026-05-01,Electronics
4,Customer_518,130.74,2026-03-07,Books
5,Customer_889,255.2,2025-12-04,Toys
6,Customer_16,414.6,2026-06-09,Clothing
7,Customer_297,351.51,2025-08-31,Furniture
8,Customer_105,51.58,2026-07-02,Electronics
9,Customer_457,59.9,2026-02-20,Furniture
10,Customer_758,147.11,2025-08-20,Toys
11,Customer_469,391.06,2026-05-15,Electronics
12,Customer_719,169.67,2026-02-07,Furniture
13,Customer_986,217.42,2026-07-26,Books
14,Customer_672,242.32,2025-10-24,Clothing
15,Customer_800,132.6,2025-12-18,Books
16,Customer_328,414.9,2026-07-17,Electronics
17,Customer_766,56.24,2025-10-10,Electronics
18,Customer_710,24.94,2026-01-26,Books
19,Customer_379,29.21,2026-03-29,Clothing
20,Customer_502,247.78,2025-12-14,Furniture
21,Customer_51,150.88,2025-11-09,Books
22,Customer_195,282.61,2025-11-19,Toys
23,Customer_897,460.42,2026-02-11,Clothing
24,Customer_765,99.46,2026-06-14,Electronics
25,Customer_615,236.55,2025-08-15,Toys
26,Customer_239,156.35,2026-01-28,Electronics
27,Customer_287,244.03,2026-01-20,Furniture
28,Customer_649,88.2,2025-10-11,Clothing
29,Customer_217,330.45,2026-03-30,Electronics
30,Customer_14,194.97,2026-07-24,Electronics
31,Customer_220,313.09,2025-09-03,Electronics
32,Customer_952,94.13,2026-04-05,Toys
33,Customer_474,227.57,2025-12-30,Furniture
34,Customer_594,219.76,2026-01-01,Clothing
35,Customer_493,436.43,2025-11-11,Clothing
36,Customer_542,160.95,2026-02-25,Furniture
37,Customer_36,417.17,2025-11-19,Electronics
38,Customer_243,361.48,2025-09-24,Electronics
39,Customer_309,446.85,2026-05-13,Clothing
40,Customer_57,400.5,2026-07-29,Furniture
41,Customer_457,352.64,2026-04-21,Books
42,Customer_919,289.55,2026-01-03,Books
43,Customer_566,392.83,2026-01-10,Clothing
44,Customer_606,329.77,2025-11-02,Books
45,Customer_482,393.09,2026-01-14,Electronics
46,Customer_456,60.19,2025-08-18,Books
47,Customer_580,405.29,2026-05-05,Toys
48,Customer_383,390.88,2026-07-14,Furniture
49,Customer_207,332.99,2026-07-25,Toys
50,Customer_278,10.15,2026-06-11,Electronics
51,Customer_666,112.41,2025-08-12,Clothing
52,Customer_651,481.36,2025-11-18,Clothing
53,Customer_845,152.17,2025-11-29,Toys
54,Customer_493,266.89,2025-10-20,Books
55,Customer_281,227.09,2025-12-12,Electronics
56,Customer_784,360.93,2026-05-12,Toys
57,Customer_120,279.59,2025-11-28,Toys
58,Customer_905,140.2,2026-06-08,Books
59,Customer_613,14.17,2025-08-16,Books
60,Customer_542,415.67,2025-11-06,Toys
61,Customer_541,77.83,2026-02-23,Electronics
62,Customer_535,99.64,2025-12-30,Furniture
63,Customer_391,363.64,2026-01-29,Furniture
64,Customer_407,24.92,2026-05-19,Clothing
65,Customer_288,54.27,2026-07-07,Toys
66,Customer_533,460.81,2025-09-21,Toys
67,Customer_313,286.95,2026-03-08,Electronics
68,Customer_990,27.59,2025-08-31,Furniture
69,Customer_273,39.74,2026-03-22,Books
70,Customer_33,186.03,2026-01-29,Toys
71,Customer_680,88.83,2025-08-13,Furniture
72,Customer_94,137.43,2026-06-09,Books
73,Customer_375,74.56,2026-05-02,Books
74,Customer_474,297.46,2025-09-25,Books
75,Customer_870,81.65,2026-07-13,Toys
76,Customer_703,36.0,2025-12-19,Furniture
77,Customer_989,390.76,2025-10-10,Furniture
78,Customer_978,30.54,2025-10-23,Furniture
79,Customer_24,149.91,2026-03-05,Electronics
80,Customer_322,469.09,2026-02-27,Clothing
81,Customer_252,404.02,2026-04-04,Furniture
82,Customer_638,40.44,2025-12-28,Toys
83,Customer_134,307.39,2025-10-25,Furniture
84,Customer_769,110.25,2025-08-26,Books
85,Customer_735,213.16,2026-03-27,Clothing
86,Customer_304,64.3,2026-05-28,Books
87,Customer_456,217.72,2025-11-25,Furniture
88,Customer_509,267.44,2026-07-08,Electronics
89,Customer_682,367.1,2025-12-24,Furniture
90,Customer_213,340.86,2026-04-13,Electronics
91,Customer_548,126.89,2026-06-05,Electronics
92,Customer_694,284.57,2026-07-02,Furniture
93,Customer_170,100.83,2026-04-01,Furniture
94,Customer_712,404.23,2026-04-07,Books
95,Customer_849,456.21,2025-12-02,Toys
96,Customer_302,433.4,2026-05-07,Electronics
97,Customer_617,18.1,2026-04-07,Toys
98,Customer_741,418.93,2025-10-24,Books
99,Customer_843,107.29,2026-07-16,Furniture
100,Customer_332,116.63,2026-01-19,Clothing
101,Customer_911,331.94,2026-05-05,Clothing
102,Customer_38,243.86,2026-05-08,Toys
103,Customer_635,126.91,2026-07-17,Books
104,Customer_487,94.7,2026-07-30,Electronics
105,Customer_312,228.98,2025-11-02,Electronics
106,Customer_278,436.43,2026-03-04,Clothing
107,Customer_195,305.35,2025-12-28,Clothing
108,Customer_638,232.76,2025-10-18,Toys
109,Customer_851,188.72,2026-02-01,Furniture
110,Customer_522,477.14,2025-08-15,Electronics
111,Customer_272,13.71,2026-02-28,Electronics
112,Customer_328,335.3,2026-06-28,Furniture
113,Customer_962,77.92,2026-03-17,Toys
114,Customer_697,438.63,2025-08-02,Electronics
115,Customer_387,41.14,2026-04-12,Toys
116,Customer_656,30.71,2025-10-15,Furniture
117,Customer_602,415.23,2025-09-16,Furniture
118,Customer_647,109.77,2025-10-15,Electronics
119,Customer_266,116.9,2026-05-27,Books
120,Customer_753,394.69,2026-06-09,Toys
121,Customer_36,338.74,2025-11-18,Books
122,Customer_807,320.29,2026-05-19,Clothing
123,Customer_329,133.44,2025-10-28,Furniture
124,Customer_354,298.51,2026-05-16,Clothing
125,Customer_947,422.31,2025-11-26,Electronics
126,Customer_617,136.99,2026-08-01,Books
127,Customer_259,381.23,2025-10-11,Books
128,Customer_647,303.7,2025-08-03,Books
129,Customer_100,77.54,2025-08-10,Furniture
130,Customer_849,135.56,2025-08-02,Books
131,Customer_287,434.82,2026-05-09,Clothing
132,Customer_256,470.85,2025-08-02,Toys
133,Customer_498,495.28,2026-05-30,Clothing
134,Customer_462,276.45,2026-03-14,Books
135,Customer_539,412.97,2025-11-04,Clothing
136,Customer_75,244.1,2025-08-14,Electronics
137,Customer_464,285.69,2025-12-10,Books
138,Customer_937,153.09,2025-09-07,Furniture
139,Customer_78,166.56,2025-10-17,Furniture
140,Customer_16,338.32,2026-05-09,Toys
141,Customer_87,31.49,2026-03-24,Clothing
142,Customer_688,186.16,2026-07-25,Toys
143,Customer_681,136.71,2026-04-03,Books
144,Customer_590,471.68,2025-12-10,Toys
145,Customer_825,68.56,2026-05-14,Toys
146,Customer_670,495.8,2026-07-20,Books
